ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_velocity,Increase the team's velocity over sprints,True,max,Velocity,avg_story_points,1,1.0
G1,minimize_task_blockers,Reduce the number of unresolved blockers,True,min,Blocker,severity,1,1.0
G2,maximize_feature_completion,Increase the number of completed features,True,max,Feature,status,1,1.0
G3,minimize_sprint_delays,Reduce the time taken to complete sprints,True,min,Sprint,end_date,1,1.0
G4,maximize_skill_utilization,Ensure all team members utilize their skills effectively,True,max,Worker,availability,1,1.0
G5,minimize_feature_documentation_delay,Reduce the delay in creating feature documentation,True,min,Feature,creation_date,1,1.0
G6,maximize_product_completion,Increase the completion of Products,True,max,Project,status,1,1.0
G7,minimize_task_effort,Reduce the effort spent on Tasks,True,min,Task,effort,1,1.0
G8,maximize_skill_level,Increase the skill level of Workers,True,max,Skill,level,1,1.0
G9,minimize_sprint_backlog_size,Reduce the size of the Sprint Backlog,True,min,SprintBacklog,number_of_entries,1,1.0
G10,maximize_employee_satisfaction,Increase team satisfaction,True,max,Worker,availability,1,1.0
G11,minimize_feature_documentation_delay,Reduce the delay in creating feature documentation,True,min,Feature,creation_date,1,1.0
G12,maximize_product_completion,Increase the completion of Products,True,max,Project,status,1,1.0
G13,minimize_sprint_delays,Reduce the time taken to complete sprints,True,min,Sprint,end_date,1,1.0
G14,maximize_velocity,Increase the team's velocity over sprints,True,max,Velocity,avg_story_points,1,1.0
G15,minimize_task_effort,Reduce the effort spent on Tasks,True,min,Task,effort,1,1.0
