ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_capacity,Encourage larger teams when beneficial,True,max,Team,team_size,1,1.0
G1,minimize_product_backlog_size,Reduce total items waiting in the backlog,True,min,ProductBacklog,number_of_entries,1,1.2
G2,minimize_user_story_effort,Prefer stories requiring less effort,True,min,UserStory,story_points,1,1.5
G3,minimize_task_effort,Prefer tasks with lower estimated effort,True,min,Task,effort,1,1.0
G4,maximize_velocity,Favor teams with higher historical velocity,True,max,Velocity,max_velocity,1,1.3
G5,minimize_velocity_variance,Reduce spread between max and min velocity,False,min,Velocity,min_velocity,1,0.8
G6,minimize_blocker_severity,Reduce severity of blockers encountered,True,min,Blocker,severity,2,1.4
G7,maximize_sprint_goal_achievement,Encourage sprints achieving their goals,False,max,Sprint,achievement_of_goal,2,1.1
G8,minimize_feature_effort,Prefer features with lower estimated effort,True,min,Feature,estimated_effort,1,1.2
G9,maximize_epic_priority,Push higher-priority epics forward,True,max,Epic,priority,1,1.0
G10,minimize_cycle_count,Reduce number of sprints via planning order,True,min,Sprint,sprint_number,1,0.7
G11,maximize_review_participation,Encourage more stakeholders in reviews,True,max,SprintReview,attendees_count,1,0.6
