ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_utilization,Maximize the overall utilization of team members,True,max,Worker,availability,2,1.0
G1,minimize_project_duration,Minimize the total duration of the project,False,min,Project,project_end,2,1.5
G2,maximize_story_points_completed,Maximize the total story points delivered per sprint,True,max,UserStory,story_points,2,1.0
G3,minimize_blocker_severity,Minimize the severity of active blockers,False,min,Blocker,severity,2,2.0
G4,maximize_team_velocity,Maximize the average velocity of the team,False,max,Velocity,avg._story_points,2,1.0
G5,maximize_feature_priority,Maximize the average priority of features in the release,True,max,Feature,priority,2,1.2
G6,minimize_sprint_goal_failure,Minimize the number of sprints where the goal was not achieved,True,min,SprintGoal,achievement_status,0,1.8
G7,maximize_stakeholder_satisfaction,Maximize the average satisfaction level of stakeholders,True,max,Stakeholder,influence_level,2,0.8
G8,minimize_task_effort,Minimize the total estimated effort for all tasks,True,min,Task,effort,2,1.0
G9,maximize_budget_adherence,Maximize adherence to the project budget (minimize overage),False,max,Project,budget,2,1.3
G10,minimize_retrospective_actions,Minimize the number of improvement actions needed (indicates fewer problems),True,min,SprintRetrospective,improvement_actions,2,1.1
