ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_sprint_goal_benefit,Maximize achieved benefit from Sprint Goals across sprints,True,max,SprintGoal,benefit,1,1.0
G1,minimize_project_budget_usage,Minimize total project budget used across all features and activities,True,min,Project,budget,1,0.9
G2,maximize_delivered_story_points,Maximize sum of story points planned into sprints,True,max,UserStory,story_points,1,1.0
G3,minimize_total_task_effort,Minimize scheduled implementation effort,True,min,Task,effort,1,0.7
G4,maximize_feature_priority_released,Maximize released feature priority,True,max,Feature,priority,1,0.8
G5,minimize_blocker_impact,Minimize severity of unresolved blockers,True,min,Blocker,severity,2,0.6
G6,maximize_team_satisfaction,Maximize team satisfaction reported in retrospectives,True,max,SprintRetrospective,team_satisfaction,1,0.3
G7,minimize_sprint_planning_time,Minimize time spent in Sprint Planning,True,min,SprintPlanning,"duration_(min)",1,0.1
G8,minimize_daily_scrum_time,Minimize cumulative Daily Scrum time,True,min,DailyScrum,duration,1,0.05
G9,minimize_sprint_review_time,Minimize time spent in Sprint Review,True,min,SprintReview,duration,1,0.05
G10,minimize_sprint_backlog_total_effort,Minimize planned total effort per Sprint Backlog,True,min,SprintBacklog,total_effort,1,0.4
G11,maximize_worker_availability_used,Maximize utilization of available worker capacity (through assignments),True,max,Worker,availability,1,0.5
