ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_condition,Team size should be between 3 and 10,False,max,Team,team_size,2,1.0
C1,project_status_condition,Project status should be active,False,max,Project,status,2,1.0
C2,task_priority_condition,Task priority should be high,False,max,Task,type,1,0.8
C3,sprint_goal_alignment,Sprint goal should align with project objectives,False,max,SprintGoal,objective_description,2,1.2
C4,product_owner_availability,Product owner should be available,False,max,ProductOwner,availability,2,1.0
C5,scrum_master_experience,Scrum master should have experience,False,max,ScrumMaster,experience,2,1.0
C6,team_location_condition,Team should be located in the same office,False,max,Team,location,2,0.9
C7,feature_priority_condition,Feature priority should be high,False,max,Feature,priority,2,1.1
C8,blocker_resolution,Blockers should be resolved quickly,False,min,Blocker,resolved_on,2,0.8
C9,sprint_review_attendance,Sprint review should have good attendance,False,max,SprintReview,attendees_count,2,1.0
C10,development_snapshot_deployment,Development snapshot should be deployed,False,max,DevelopmentSnapshot,deployment_target,2,1.1
C11,stakeholder_involvement,Stakeholders should be involved,False,max,Stakeholder,area_of_interest,1,1.0
C12,release_plan_alignment,Release plan should align with roadmap,False,max,ReleasePlan,planned_date,2,1.0
C13,scrum_board_organization,Scrum board should be well-organized,False,max,ScrumBoard,columns_(todo/done...),2,0.9
C14,feature_documentation,Feature documentation should be up-to-date,False,max,FeatureDocumentation,change_log,2,1.0
