ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,project_start_date_must_be_before_end_date,Project start date must be before end date,False,max,Project,project_start,2,1.0
C1,team_size_must_be_within_range,Team size must be within a certain range,False,max,Team,team_size,2,1.0
C2,worker_start_date_must_be_before_end_date,Worker start date must be before end date,False,max,Worker,start_date,2,1.0
C3,feature_priority_must_be_within_range,Feature priority must be within a certain range,False,max,Feature,priority,2,1.0
C4,skill_level_must_be_within_range,Skill level must be within a certain range,False,max,Skill,level,2,1.0
C5,role_area_of_responsibility_must_be_defined,Role area of responsibility must be defined,False,max,Role,area_of_responsibility,2,1.0
C6,product_owner_availability_must_be_defined,Product Owner availability must be defined,False,max,ProductOwner,availability,2,1.0
C7,scrum_master_experience_must_be_defined,Scrum Master experience must be defined,False,max,ScrumMaster,experience,2,1.0
C8,product_backlog_status_must_be_defined,Product Backlog status must be defined,False,max,ProductBacklog,status,2,1.0
C9,sprint_start_date_must_be_before_end_date,Sprint start date must be before end date,False,max,Sprint,start_date,2,1.0
C10,sprint_goal_must_be_achieved,Sprint goal must be achieved,False,max,SprintGoal,achievement_status,2,1.0
C11,daily_scrum_duration_must_be_15_minutes,Daily Scrum duration must be 15 minutes,False,max,DailyScrum,duration,2,1.0
C12,sprint_review_feedback_must_be_documented,Sprint Review feedback must be documented,False,max,SprintReview,feedback_documentation,2,1.0
C13,sprint_retrospective_improvement_actions_must_be_defined,Sprint Retrospective improvement actions must be defined,False,max,SprintRetrospective,improvement_actions,2,1.0
C14,sprint_backlog_status_must_be_defined,Sprint Backlog status must be defined,False,max,SprintBacklog,status,2,1.0
C15,development_snapshot_test_status_must_be_defined,Development Snapshot test status must be defined,False,max,DevelopmentSnapshot,test_status,2,1.0
C16,blocker_severity_must_be_defined,Blocker severity must be defined,False,max,Blocker,severity,2,1.0
C17,stakeholder_role_must_be_defined,Stakeholder role must be defined,False,max,Stakeholder,role,2,1.0
C18,velocity_avg_story_points_must_be_within_range,Velocity average story points must be within a certain range,False,max,Velocity,avg._story_points,2,1.0
C19,release_plan_status_must_be_defined,Release Plan status must be defined,False,max,ReleasePlan,status,2,1. ..

### Goals.csv
