ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_utilization,Maximize the average availability of all team members,True,max,Worker,availability,2,1.0
G1,minimize_project_duration,Minimize the total duration of the project,False,min,Project,project_end,2,1.5
G2,maximize_feature_delivery,Maximize the number of high-priority features delivered,True,max,Feature,priority,2,1.2
G3,minimize_blocker_impact,Minimize the severity and duration of blockers,True,min,Blocker,severity,2,0.9
G4,maximize_sprint_goal_achievement,Maximize the rate of successfully achieved sprint goals,True,max,SprintGoal,achievement_status,2,1.0
G5,minimize_task_effort_variance,Minimize the variance between estimated and actual task effort,True,min,Task,effort,2,0.8
G6,maximize_stakeholder_satisfaction,Maximize the average influence level of satisfied stakeholders,True,max,Stakeholder,influence_level,2,1.1
G7,minimize_budget_overrun,Minimize the project cost against its allocated budget,False,min,Project,budget,2,1.7
G8,maximize_team_velocity,Maximize the average velocity of the team,True,max,Velocity,avg._story_points,2,1.0
G9,minimize_low_skill_gaps,Minimize the number of workers with low skill levels,True,min,Skill,level,2,0.7
G10,maximize_cross_functionality,Maximize the number of certified skills within the team,True,max,Skill,certified,2,0.9
