ID,Name,Description,DataType,Domain,MinValue,MaxValue
DV0,assign_worker_to_team,"Binary variable: 1 if worker w is assigned to team t, 0 otherwise.",binary,"{0,1}",0,1
DV1,assign_user_story_to_sprint,"Binary variable: 1 if user story us is assigned to sprint sp, 0 otherwise.",binary,"{0,1}",0,1
DV2,assign_feature_to_release,"Binary variable: 1 if feature f is assigned to release plan rp, 0 otherwise.",binary,"{0,1}",0,1
DV3,assign_task_to_worker,"Binary variable: 1 if task tsk is assigned to worker w, 0 otherwise.",binary,"{0,1}",0,1
DV4,select_project_for_portfolio,"Binary variable: 1 if project p is selected to be worked on, 0 otherwise.",binary,"{0,1}",0,1
DV5,sprint_start_date,"The start date for a given sprint.",date,"YYYY-MM-DD",,
DV6,sprint_end_date,"The end date for a given sprint.",date,"YYYY-MM-DD",,
DV7,worker_availability_percentage,"The percentage of time a worker is available for the project.",continuous,"[0, 1]",0,1
DV8,feature_priority_level,"An integer value representing the priority of a feature.",integer,"[1, 10]",1,10
DV9,task_effort_hours,"The estimated effort in hours for a task.",continuous,"[0, inf)",0,
DV10,budget_allocation_per_project,"The amount of budget allocated to a specific project.",continuous,"[0, inf)",0,
DV11,select_worker_for_task_with_skill,"Binary variable: 1 if worker w with skill s is assigned to task tsk, 0 otherwise.",binary,"{0,1}",0,1
