ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_constraint,"A team must have between 3 and 9 members.",False,min,Team,team_size,2,1.0
C1,project_budget_limit,"The total cost must not exceed the project budget.",False,max,Project,budget,2,1.0
C2,worker_assignment_limit,"A worker can be assigned to at most one team.",True,max,Worker,id,2,1.0
C3,sprint_effort_capacity,"Total effort of user stories in a sprint cannot exceed team velocity.",True,max,UserStory,story_points,2,1.0
C4,blocker_status_for_task,"A task with a high-severity blocker cannot have status 'done'.",False,min,Blocker,status,2,1.0
C5,feature_status_for_release,"A feature must be 'done' to be included in a release plan.",False,min,Feature,status,2,1.0
C6,required_skill_for_task,"A task requiring a specific skill must be assigned to a worker with that skill.",False,min,Skill,id,1,1.0
C7,scrum_master_per_team,"Each team must be assigned exactly one Scrum Master.",False,min,Team,id,2,1.0
C8,unique_sprint_number,"The sprint number must be unique within a project.",False,max,Sprint,sprint_number,2,1.0
C9,product_owner_for_backlog,"Every product backlog must be managed by one Product Owner.",False,min,ProductBacklog,id,2,1.0
C10,task_dependency,"A task cannot start before its prerequisite task is completed.",False,min,Task,status,2,1.0
C11,release_plan_date,"The planned date for a release must be after the end date of all its included sprints.",False,min,ReleasePlan,planned_date,2,1.0
C12,epic_story_containment,"An epic must contain at least one user story.",True,min,UserStory,id,1,1.0
