ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_velocity,Maximize the average velocity of the team,True,max,Team,avg._story_points,2,1.0
G1,minimize_project_budget,Minimize the total project budget spent,True,min,Project,budget,2,1.5
G2,maximize_feature_completion,Maximize the number of features with status 'Done',True,max,Feature,status,2,1.0
G3,minimize_blocker_severity,Minimize the maximum severity of active blockers,False,min,Blocker,severity,2,2.0
G4,maximize_stakeholder_satisfaction,Maximize the satisfaction level from sprint reviews,False,max,SprintReview,feedback_documentation,1,0.8
G5,minimize_task_effort,Minimize the total effort of tasks in the sprint backlog,True,min,SprintBacklog,total_effort,2,1.2
G6,maximize_team_availability,Maximize the average availability of team members,True,max,Worker,availability,2,1.0
G7,minimize_sprint_duration,Minimize the duration of sprints to increase release frequency,False,min,Sprint,end_date,1,0.7
G8,maximize_sprint_goal_achievement,Maximize the rate of achieved sprint goals,True,max,SprintGoal,achievement_status,2,1.0
G9,minimize_skill_gap,Minimize the gap between required and available skill levels,False,min,Skill,level,1,1.3
G10,maximize_code_quality,Maximize the test status of development snapshots,False,max,DevelopmentSnapshot,test_status,2,1.1
