ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,project_status_active,Only consider projects with status 'Active',False,min,Project,status,2,1.0
C1,worker_availability_gt_80,Only include workers with availability greater than 80%,False,min,Worker,availability,2,1.0
C2,feature_priority_high,Focus on features with priority 'High',False,min,Feature,priority,2,1.0
C3,blocker_status_active,Consider only blockers that are not resolved,False,min,Blocker,status,2,1.0
C4,sprint_current,Apply constraints only to the current sprint,False,min,Sprint,status,2,1.0
C5,story_points_gt_5,User stories must have more than 5 story points to be considered,False,min,UserStory,story_points,2,1.0
C6,task_type_development,Only include tasks of type 'Development',False,min,Task,type,2,1.0
C7,skill_certified_true,Only consider certified skills,False,min,Skill,certified,2,1.0
C8,snapshot_version_latest,Apply rules only to the latest development snapshot,False,min,DevelopmentSnapshot,version_number,1,1.0
C9,team_size_lte_10,Team size must not exceed 10 members (Scrum guideline),False,max,Team,team_size,2,1.0
C10,review_attendees_gt_3,Sprint review must have more than 3 attendees,False,min,SprintReview,attendees_count,2,1.0
