ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,ensure_project_status,Ensure project status is active,False,max,Project,status,2,1.0
C1,ensure_team_availability,Ensure team availability,False,max,Team,team_status,2,1.0
C2,ensure_feature_priority,Ensure feature priority is high,False,max,Feature,priority,2,1.0
C3,blocker_resolution,Ensure blocker resolution,False,min,Blocker,status,2,1.0
C4,sprint_goal_achievement,Ensure sprint goal achievement,False,max,SprintGoal,achievement_status,2,1.0
C5,task_completion,Ensure task completion,False,max,Task,status,2,1.0
C6,stakeholder_participation,Ensure stakeholder participation,False,max,Stakeholder,relevance_to_feature,2,1.0
C7,product_owner_availability,Ensure product owner availability,False,max,ProductOwner,availability,2,1.0
C8,sprint_retrospective_satisfaction,Ensure sprint retrospective satisfaction,False,max,SprintRetrospective,team_satisfaction,2,1.0
C9,release_plan_status,Ensure release plan status,False,max,ReleasePlan,status,2,1.0
