ModelKey,MessageIndex,Predicted_Keywords,Matched_Keywords,Precision,Recall,F1,TP,FP,FN,Text
mistral-strategy1-v5,1,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,2,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,3,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,4,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,5,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,6,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,7,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,8,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,9,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,10,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,11,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,12,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,13,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,14,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,15,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,16,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,17,,,0.0,0.0,0.0,0,0,235,<empty>
mistral-strategy1-v5,18,,,0.0,0.0,0.0,0,0,235,<empty>
