ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_project_priority,Maximize project priority,False,max,Project,priority,2,1.0
G1,minimize_task_effort,Minimize total task effort,True,min,Task,effort,2,0.8
G2,maximize_velocity_points,Maximize velocity points,False,max,Velocity,avg._story_points,2,1.2
G3,maximize_feature_priority,Maximize feature priority,False,max,Feature,priority,2,1.0
G4,minimize_blocker_severity,Minimize blocker severity,True,min,Blocker,severity,2,0.9
G5,maximize_stakeholder_interest,Maximize stakeholder interest,False,max,Stakeholder,relevance_to_feature,2,0.7
G6,maximize_sprint Achievement,Maximize sprint achievement,False,max,Sprint,achievement_of_goal,2,1.1
G7,minimize_development_snapshot_test_status,Minimize test status issues,True,min,DevelopmentSnapshot,test_status,2,0.6
G8,maximize_epic_priority,Maximize epic priority,False,max,Epic,priority,2,1.0
G9,maximize_userstory_priority,Maximize user story priority,False,max,UserStory,priority,2,0.8
