"ID","Name","Description","IsSum","GoalType","EntityName","EntityAttribute","CriteriaType","Weight"
"G0","maximize_project_budget","Maximize project budget","False","max","Project","budget","2","1.0"
"G1","minimize_project_duration","Minimize project duration","False","min","Project","project_end","2","1.0"
"G2","maximize_team_size","Maximize team size","True","max","Team","team_size","2","0.8"
"G3","minimize_task_effort","Minimize task effort","True","min","Task","effort","2","0.9"
"G4","maximize_feature_priority","Maximize feature priority","True","max","Feature","priority","2","1.0"
"G5","minimize_blocker_severity","Minimize blocker severity","True","min","Blocker","severity","2","0.8"
"G6","maximize_stakeholder_influence","Maximize stakeholder influence","True","max","Stakeholder","influence_level","2","0.9"
"G7","minimize_sprint_duration","Minimize sprint duration","False","min","Sprint","end_date","2","1.0"
"G8","maximize_sprint_goal_achievement","Maximize sprint goal achievement","False","max","SprintGoal","achievement_status","2","1.0"
"G9","minimize_development_snapshot_bugs","Minimize development snapshot bugs","False","min","DevelopmentSnapshot","test_status","2","0.9"
"G10","maximize_product_backlog_items","Maximize product backlog items","False","max","ProductBacklog","number_of_entries","2","1.0"
"G11","minimize_scrum_board_tasks","Minimize scrum board tasks","False","min","ScrumBoard","number_of_cards","2","0.8"
"G12","maximize_feature_documentation_quality","Maximize feature documentation quality","True","max","FeatureDocumentation","description","2","0.9"
