"ID","Name","Description","IsSum","GoalType","EntityName","EntityAttribute","CriteriaType","Weight"
"C0","project_status_is_active","Project status is active","False","min","Project","status","2","1.0"
"C1","team_size_is_sufficient","Team size is sufficient","False","min","Team","team_size","1","0.8"
"C2","task_status_is_in_progress","Task status is in progress","True","min","Task","status","1","0.9"
"C3","feature_priority_is_high","Feature priority is high","True","max","Feature","priority","2","1.0"
"C4","blocker_status_is_resolved","Blocker status is resolved","True","min","Blocker","status","2","0.8"
"C5","stakeholder_influence_is_high","Stakeholder influence is high","True","max","Stakeholder","influence_level","2","0.9"
"C6","sprint_status_is_in_progress","Sprint status is in progress","False","min","Sprint","status","2","1.0"
"C7","sprint_goal_is_achievable","Sprint goal is achievable","False","max","SprintGoal","achievement_status","2","1.0"
"C8","development_snapshot_is_stable","Development snapshot is stable","False","min","DevelopmentSnapshot","test_status","2","0.9"
"C9","product_backlog_is_up_to_date","Product backlog is up to date","False","max","ProductBacklog","last_updated","2","1.0"
"C10","scrum_board_is_up_to_date","Scrum board is up to date","False","min","ScrumBoard","last_updated","2","0.8"
"C11","feature_documentation_is_complete","Feature documentation is complete","True","max","FeatureDocumentation","description","2","0.9"
"C12","team_availability_is_high","Team availability is high","True","max","Team","availability","2","0.8"
