ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_total_story_points,Maximize total story points selected for sprints,True,max,UserStory,story_points,1,1.0
G1,minimize_total_task_effort,Minimize total estimated effort across tasks,True,min,Task,effort,2,1.0
G2,maximize_velocity_average,Maximize average story points per sprint,False,max,Velocity,avg._story_points,1,1.0
G3,maximize_velocity_peak,Maximize observed peak team velocity,False,max,Velocity,max_velocity,1,0.8
G4,maximize_velocity_trend,Maximize positive velocity trend over time,False,max,Velocity,trend,1,0.6
G5,minimize_blocker_severity_sum,Minimize cumulative severity of open blockers,True,min,Blocker,severity,2,1.0
G6,minimize_project_budget,Minimize total planned budget across projects,True,min,Project,budget,1,1.0
G7,maximize_team_size_utilization,Maximize effective team capacity by team size,True,max,Team,team_size,1,0.7
G8,maximize_sprint_goal_achievement,Maximize achievement score of sprint goals,True,max,Sprint,achievement_of_goal,2,1.0
G9,maximize_review_attendance,Maximize stakeholder participation in sprint reviews,True,max,SprintReview,attendees_count,1,0.5
G10,minimize_daily_scrum_duration,Minimize average duration of the Daily Scrum,True,min,DailyScrum,duration,1,0.3
G11,maximize_board_throughput,Maximize number of cards handled on the Scrum board,True,max,ScrumBoard,number_of_cards,1,0.4
