ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_total_priority,"Maximize the sum of priorities for all selected User Stories to deliver the highest business value.",True,max,UserStory,priority,2,1.5
G1,minimize_total_effort,"Minimize the sum of story points for all selected User Stories to achieve goals with the least amount of work.",True,min,UserStory,story_points,2,1.0
G2,maximize_feature_completion,"Maximize the number of Features that reach a 'done' status within the planning period.",True,max,Feature,status,2,1.2
G3,minimize_project_duration,"Minimize the overall project timeline by optimizing the completion date of the final milestone.",False,min,Project,project_end,2,1.0
G4,maximize_stakeholder_relevance,"Maximize the value delivered to key stakeholders by prioritizing features that are most relevant to them.",True,max,Stakeholder,relevance_to_feature,1,0.8
G5,minimize_number_of_open_blockers,"Minimize the count of active Blockers with a status other than 'resolved' at the end of a sprint.",True,min,Blocker,status,2,1.3
G6,maximize_sprint_goal_achievement,"Maximize the number of Sprints where the primary Sprint Goal is successfully achieved.",True,max,Sprint,achievement_of_goal,2,1.5
G7,minimize_budget_consumption,"Minimize the total budget consumed by the project to ensure cost-efficiency.",False,min,Project,budget,2,1.0
G8,maximize_team_satisfaction,"Maximize the overall team satisfaction as recorded in the Sprint Retrospectives.",False,max,SprintRetrospective,team_satisfaction,1,0.7
G9,minimize_task_effort_variance,"Minimize the difference between estimated and actual effort for Tasks to improve future estimations.",True,min,Task,effort,1,0.5
G10,maximize_epic_coverage,"Maximize the number of Epics that are started or completed within a release plan.",True,max,Epic,status,1,0.9
G11,minimize_severity_of_blockers,"Minimize the impact of impediments by prioritizing the resolution of Blockers with the highest severity.",True,min,Blocker,severity,2,1.1
