ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_velocity,Maximize the average velocity of the team,True,max,Team,avg._story_points,2,1.0
G1,minimize_project_budget,Minimize the total budget spent on the project,True,min,Project,budget,2,1.5
G2,minimize_blocker_severity,Minimize the total severity of active blockers,True,min,Blocker,severity,2,2.0
G3,maximize_feature_priority,Maximize the total priority of features in the release,True,max,Feature,priority,2,1.0
G4,maximize_worker_availability,Maximize the total availability of all workers,True,max,Worker,availability,2,0.8
G5,minimize_sprint_duration,Minimize the total duration of all sprints,True,min,Sprint,duration_(min),2,0.5
G6,maximize_story_points_done,Maximize the sum of completed story points,True,max,UserStory,story_points,1,1.2
G7,minimize_task_effort,Minimize the total effort of all tasks,True,min,Task,effort,2,1.0
G8,maximize_stakeholder_satisfaction,Maximize the average team satisfaction from retrospectives,False,max,SprintRetrospective,team_satisfaction,2,1.0
G9,minimize_skill_gap,Minimize the gap between required and available skill levels,True,min,Skill,level,0,1.5
