ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_above_threshold,Team size should be above a certain threshold,False,max,Team,team_size,2,1.0
C1,sprint_duration_within_range,Sprint duration should be within a certain range,False,max,Sprint,duration,2,1.0
C2,worker_availability_high,Worker availability should be high,False,max,Worker,availability,2,1.0
C3,feature_priority_high,Feature priority should be high,False,max,Feature,priority,2,1.0
C4,user_story_priority_high,User story priority should be high,False,max,UserStory,priority,2,1.0
C5,task_effort_within_range,Task effort should be within a certain range,False,max,Task,effort,2,1.0
C6,blocker_severity_low,Blocker severity should be low,False,min,Blocker,severity,2,1.0
C7,sprint_goal_achievement_high,Sprint goal achievement should be high,False,max,SprintGoal,achievement_status,2,1.0
C8,stakeholder_influence_high,Stakeholder influence should be high,False,max,Stakeholder,influence_level,2,1.0
C9,release_plan_status_completed,Release plan status should be completed,False,max,ReleasePlan,status,2,1.0
C10,product_backlog_status_active,Product backlog status should be active,False,max,ProductBacklog,status,2,1.0
