ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_productivity,Increase the productivity of development teams,False,max,Team,team_size,2,1.0
G1,maximize_sprint_completion,Maximize the completion rate of sprints,False,max,Sprint,achievement_of_goal,2,1.0
G2,minimize_blocker_impact,Reduce the impact of blockers on task completion,False,min,Blocker,severity,2,1.0
G3,maximize_feature_completion,Maximize the number of features completed,False,max,Feature,status,2,1.0
G4,maximize_velocity,Increase the team's velocity over time,False,max,Velocity,avg._story_points,2,1.0
G5,minimize_sprint_duration_variability,Reduce variability in sprint durations,False,min,Sprint,duration,2,1.0
G6,maximize_user_story_completion,Maximize the completion of user stories,False,max,UserStory,status,2,1.0
G7,maximize_task_completion,Maximize the completion of tasks within sprints,False,max,Task,status,2,1.0
G8,minimize_budget_overrun,Minimize budget overruns for projects,False,min,Project,budget,2,1.0
G9,maximize_stakeholder_satisfaction,Increase stakeholder satisfaction with the product,False,max,Stakeholder,relevance_to_feature,2,1.0
G10,maximize_team_satisfaction,Increase team satisfaction with the process,False,max,SprintRetrospective,team_satisfaction,2,1.0
