ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_minimum,Ensure minimum team size for effective Scrum,False,min,Team,team_size,2,1.0
C1,worker_availability_requirement,Ensure workers are available for assigned tasks,False,min,Worker,availability,2,1.0
C2,sprint_duration_constraint,Ensure sprint duration is within acceptable limits,False,min,Sprint,duration,2,1.0
C3,blocker_resolution_time,Ensure blockers are resolved within acceptable time,False,min,Blocker,resolved_on,2,1.0
C4,feature_priority_constraint,Ensure high-priority features are addressed first,False,max,Feature,priority,2,1.0
C5,user_story_points_constraint,Ensure user stories have appropriate story points,False,min,UserStory,story_points,2,1.0
C6,task_effort_constraint,Ensure task efforts are within acceptable limits,False,min,Task,effort,2,1.0
C7,skill_level_requirement,Ensure workers have required skill levels,False,min,Skill,level,2,1.0
C8,budget_constraint,Ensure project stays within budget,False,min,Project,budget,2,1.0
C9,stakeholder_influence_constraint,Consider stakeholder influence in decision making,False,max,Stakeholder,influence_level,2,1.0
C10,documentation_update_frequency,Ensure documentation is updated regularly,False,max,FeatureDocumentation,change_log,2,1.0
C11,team_satisfaction_threshold,Ensure team satisfaction is above threshold,False,max,SprintRetrospective,team_satisfaction,2,1.0
C12,epic_completion_rate,Ensure epics are completed at acceptable rate,False,max,Epic,status,2,1.0
C13,user_story_completion_rate,Ensure user stories are completed at acceptable rate,False,max,UserStory,status,2,1.0
C14,velocity_trend_constraint,Ensure velocity trend is positive,False,max,Velocity,trend,2,1.0
C15,release_plan_completeness,Ensure release plans are complete,False,max,ReleasePlan,included_features,2,1.0
