ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_average_story_points,Increase average delivered story points across sprints,True,max,Velocity,avg._story_points,1,1.0
G1,minimize_sprint_backlog_effort,Reduce total implementation effort in each sprint backlog,True,min,SprintBacklog,total_effort,1,0.8
G2,minimize_blocker_severity,Lower overall severity of blockers affecting tasks,True,min,Blocker,severity,2,1.0
G3,maximize_sprint_goal_achievement,Maximize rate of achieving sprint goals,True,max,Sprint,achievement_of_goal,2,1.2
G4,minimize_project_budget_usage,Minimize budget consumption for the project,True,min,Project,budget,1,1.0
G5,maximize_feature_priority_delivered,Deliver higher-priority features earlier,True,max,Feature,priority,1,1.1
G6,minimize_task_effort,Reduce total task effort selected into the sprint,True,min,Task,effort,1,0.9
G7,maximize_team_satisfaction,Improve team satisfaction measured in retrospectives,True,max,SprintRetrospective,team_satisfaction,1,1.0
G8,minimize_daily_scrum_duration,Keep daily stand-ups short and focused,False,min,DailyScrum,duration,1,0.5
G9,maximize_stakeholder_relevance,Prioritize items with higher stakeholder relevance,True,max,Stakeholder,relevance_to_feature,1,0.7
G10,minimize_open_blockers,Reduce count/impact of open blockers,True,min,Blocker,status,2,0.6
G11,maximize_release_readiness,Maximize share of features in “ready” release status,True,max,ReleasePlan,status,1,0.8
G12,minimize_planning_time,Reduce time spent in sprint planning meetings,False,min,SprintPlanning,duration_(min),1,0.4
