"ID","Name","Description","IsSum","GoalType","EntityName","EntityAttribute","CriteriaType","Weight"
"G0","maximize_team_velocity","Maximize average team velocity","False","max","Velocity","avg._story_points","2","1.0"
"G1","minimize_blocker_severity","Minimize blocker severity","False","min","Blocker","severity","2","0.8"
"G2","maximize_sprint_goal_achievement","Maximize sprint goal achievement","False","max","SprintGoal","achievement_status","2","1.2"
"G3","minimize_task_effort","Minimize task effort","True","min","Task","effort","2","0.9"
"G4","maximize_feature_priority","Maximize feature priority","False","max","Feature","priority","2","1.1"
"G5","minimize_project_duration","Minimize project duration","False","min","Project","project_end","2","1.0"
"G6","maximize_stakeholder_satisfaction","Maximize stakeholder satisfaction","False","max","Stakeholder","influence_level","2","1.0"
"G7","minimize_development_snapshot_bugs","Minimize development snapshot bugs","False","min","DevelopmentSnapshot","test_status","2","0.9"
"G8","maximize_scrum_board_productivity","Maximize scrum board productivity","False","max","ScrumBoard","number_of_cards","2","1.0"
"G9","minimize_sprint_retrospective_improvement_actions","Minimize sprint retrospective improvement actions","False","min","SprintRetrospective","improvement_actions","2","0.8"
"G10","maximize_product_backlog_quality","Maximize product backlog quality","False","max","ProductBacklog","status","2","1.2"
"G11","minimize_task_blockers","Minimize task blockers","True","min","Task","status","1","0.9"
"G12","maximize_team_collaboration","Maximize team collaboration","False","max","Team","team_size","2","1.0"
"G13","minimize_project_cost","Minimize project cost","False","min","Project","budget","2","1.0"
"G14","maximize_feature_documentation_quality","Maximize feature documentation quality","False","max","FeatureDocumentation","title","2","1.1"
