ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_story_points_completed,Maximize total story points of user stories scheduled into sprint backlogs,True,max,UserStory,story_points,2,1.0
G1,minimize_total_task_effort,Minimize total implementation effort over all tasks,True,min,Task,effort,2,0.8
G2,minimize_open_blocker_severity,Minimize cumulative severity of blockers affecting tasks,True,min,Blocker,severity,2,0.7
G3,maximize_average_velocity,Prefer assigning high-velocity teams to active work,True,max,Velocity,avg._story_points,1,0.9
G4,maximize_sprint_goal_achievement,Maximize achieved sprint goals,True,max,Sprint,achievement_of_goal,1,0.7
G5,maximize_team_satisfaction,Maximize team satisfaction reported in retrospectives,True,max,SprintRetrospective,team_satisfaction,1,0.6
G6,minimize_project_budget,Minimize active project budget consumption,True,min,Project,budget,1,0.5
G7,maximize_sprint_goal_benefit,Maximize declared benefit of selected sprint goals,True,max,SprintGoal,benefit,1,0.6
G8,maximize_review_attendance,Maximize stakeholder participation in sprint reviews,True,max,SprintReview,attendees_count,1,0.3
G9,minimize_sprint_backlog_tasks,Minimize number of tasks per sprint backlog to reduce WIP,True,min,SprintBacklog,number_of_tasks,1,0.4
G10,maximize_feature_priority_delivered,Maximize sum of priorities of features selected from product backlogs,True,max,Feature,priority,1,0.8
G11,maximize_documentation_linkage,Maximize number of linked requirements in feature documentation,True,max,FeatureDocumentation,linked_requirements,1,0.3
