ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_velocity_avg_story_points,Increase average story points delivered per sprint,True,max,Velocity,avg._story_points,1,1.0
G1,minimize_sprint_total_effort,Reduce total implementation effort in sprint backlog,True,min,SprintBacklog,total_effort,2,1.0
G2,minimize_blocker_severity,Reduce cumulative blocker severity across tasks,True,min,Blocker,severity,2,1.0
G3,maximize_feature_priority,Focus on high priority features,True,max,Feature,priority,1,0.8
G4,minimize_task_effort,Minimize total task effort,True,min,Task,effort,1,1.0
G5,maximize_sprint_goal_achievement,Maximize achievement status of sprint goals,True,max,SprintGoal,achievement_status,2,1.0
G6,minimize_project_budget,Keep total project budget low,True,min,Project,budget,1,0.9
G7,maximize_user_story_points,Deliver as many story points as possible,True,max,UserStory,story_points,1,1.0
G8,minimize_number_of_tasks,Reduce number of tasks in sprint backlog,True,min,SprintBacklog,number_of_tasks,1,0.7
G9,maximize_review_attendance,Maximize stakeholder participation in reviews,True,max,SprintReview,attendees_count,1,0.6
G10,minimize_daily_scrum_duration,Keep daily scrum short,True,min,DailyScrum,duration,2,0.5
G11,maximize_team_size,Ensure sufficient team capacity,True,max,Team,team_size,1,0.4
