ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_productivity,Increase the productivity of development teams,False,max,Team,team_size,2,1.0
G1,maximize_sprint_completion,Maximize the completion rate of sprints,False,max,Sprint,status,2,1.0
G2,minimize_blockers,Reduce the number of blockers in tasks,False,min,Task,status,2,1.0
G3,maximize_velocity,Increase the average velocity of teams,False,max,Velocity,avg._story_points,2,1.0
G4,maximize_feature_completion,Maximize the completion of features,False,max,Feature,status,2,1.0
G5,minimize_sprint_duration,Reduce the duration of sprints to maintain focus,False,min,Sprint,duration,2,1.0
G6,maximize_worker_availability,Ensure high availability of workers,False,max,Worker,availability,2,1.0
G7,maximize_skill_utilization,Utilize workers' skills effectively,False,max,Worker,skill,2,1.0
G8,minimize_budget_overrun,Keep project budget within limits,False,min,Project,budget,2,1.0
G9,maximize_stakeholder_satisfaction,Increase satisfaction of stakeholders,False,max,Stakeholder,relevance_to_feature,2,1.0
G10,maximize_documentation_completeness,Ensure all features are well documented,False,max,FeatureDocumentation,change_log,2,1.0
