"ID","Name","Description","IsSum","GoalType","EntityName","EntityAttribute","CriteriaType","Weight"
"C0","project_status_condition","Project status must be active",False,"min","Project","status",2,1.0
"C1","team_velocity_condition","Team velocity must be above threshold",False,"min","Velocity","avg._story_points",2,1.0
"C2","blocker_status_condition","Blocker status must be resolved",False,"min","Blocker","status",2,1.0
"C3","sprint_goal_condition","Sprint goal achievement must be above threshold",False,"min","Sprint","achievement_of_goal",2,1.0
"C4","task_status_condition","Task status must be done",False,"min","Task","status",2,1.0
"C5","feature_priority_condition","Feature priority must be high",False,"min","Feature","priority",2,1.0
"C6","stakeholder_influence_condition","Stakeholder influence level must be high",False,"min","Stakeholder","influence_level",2,1.0
"C7","development_snapshot_test_status_condition","Development snapshot test status must be passed",False,"min","DevelopmentSnapshot","test_status",2,1.0
"C8","product_owner_availability_condition","Product owner availability must be above threshold",False,"min","ProductOwner","availability",2,1.0
"C9","scrum_master_experience_condition","Scrum master experience must be above threshold",False,"min","ScrumMaster","experience",2,1.0
"C10","team_size_condition","Team size must be above threshold",False,"min","Team","team_size",2,1.0
"C11","sprint_retrospective_improvement_actions_condition","Sprint retrospective improvement actions must be below threshold",False,"min","SprintRetrospective","improvement_actions",2,1.0
