ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_size,Maximize the number of teams,False,max,Team,team_size,0,1.0
G1,maximize_sprint_velocity,Maximize the sprint velocity,False,max,Velocity,avg._story_points,0,1.0
G2,minimize_blocker_count,Minimize the number of blockers,False,min,Blocker,severity,0,1.0
G3,maximize_feature_completion,Maximize the number of completed features,False,max,Feature,status,0,1.0
G4,maximize_epic_coverage,Maximize the number of epic covered by stories,False,max,Epic,status,0,1.0
G5,maximize_user_story_points,Maximize the total story points completed,False,max,UserStory,story_points,0,1.0
G6,maximize_sprint_goal_achievement,Maximize sprint goal achievement rate,False,max,SprintGoal,achievement_status,0,1.0
G7,maximize_release_feature_count,Maximize the number of features in a release,False,max,ReleasePlan,included_features,0,1.0
G8,maximize_team_availability,Maximize the total team availability,False,max,Worker,availability,0,1.0
G9,maximize_test_coverage,Maximize test coverage,False,max,DevelopmentSnapshot,test_status,0,1.0
G10,maximize_stakeholder_participation,Maximize stakeholder participation in reviews,False,max,Stakeholder,influence_level,0,1.0
G11,maximize_velocity_trend,Maximize Velocity trend,False,max,Velocity,trend,0,1.0
G12,maximize_roadmap_milestones,Maximize Roadmap milestones,False,max,Roadmap,milestones,0,1.0
G13,maximize_feature_documentation_quality,Maximize feature documentation quality,False,max,FeatureDocumentation,creation_date,0,1.0
