ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_productivity,Maximize the number of completed story points per team,True,max,Team,team_size,2,1.0
G1,maximize_sprint_velocity,Maximize the average story points completed per sprint,True,max,Velocity,avg._story_points,2,1.5
G2,minimize_blocker_severity,Minimize the severity of blockers during a sprint,False,min,Blocker,severity,2,1.0
G3,maximize_feature_completion,Maximize the number of completed features per release,True,max,Feature,status,2,1.2
G4,maximize_stakeholder_satisfaction,Maximize the satisfaction of stakeholders in sprint reviews,True,max,SprintReview,feedback_documentation,1,1.0
G5,minimize_sprint_overrun,Minimize the number of sprints that exceed their planned end date,True,min,Sprint,end_date,2,1.0
G6,maximize_team_skills,Maximize the number of certified skills in a team,True,max,Skill,certified,2,1.0
G7,maximize_sprint_goal_achievement,Maximize the percentage of sprint goals achieved,True,max,SprintGoal,achievement_status,2,1.5
G8,minimize_task_effort,Minimize the total effort required for all tasks in a sprint,True,min,Task,effort,2,1.0
G9,maximize_user_story_completion,Maximize the number of completed user stories per sprint,True,max,UserStory,status,2,1.2
G10,maximize_development_snapshot_quality,Maximize the number of development snapshots with successful test status,True,max,DevelopmentSnapshot,test_status,2,1.0
