ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,ensure_sprint_goal_achievement,Sprints must achieve their defined goals,False,none,Sprint,sprint_number,2,1.0
C1,require_unique_team_assignment,Each Worker must belong to exactly one Team,False,none,Team,id,2,1.0
C2,enforce_task_prioritization,All Tasks must have a defined priority,False,none,Task,priority,2,1.0
C3,maintain_positive_velocity,Velocities must not be negative,False,none,Velocity,min_velocity,2,1.0
C4,require_feature_documentation,All Features must have associated documentation,False,none,FeatureDocumentation,title,2,1.0
C5,enforce_blocker_resolution(Blockers must be resolved within 2 days),False,none,Blocker,resolved_on,2,1.0
C6,limit_team_size,Teams must not exceed 10 members,False,none,Team,team_size,2,1.0
C7,enforce_sprint_planning,Mandatory Sprint Planning meetings,False,none,SprintPlanning,date,2,1.0
C8,require_stakeholder_involvement,Stakeholders must participate in Sprint Reviews,False,none,Stakeholder,area_of_interest,2,1.0
C9,maintain_product_owner_responsibility,ProductOwner must manage Product Backlog,False,none,ProductOwner,id,2,1.0
