ID,Name,Description,LogicalName,TargetedEntities,Goal,CriteriaType
G1,Maximize Project Delivery,Maximize the number of projects delivered on time,MaximizeProjectDelivery,Project,Max,🟡
G2,Minimize Blockers Impact,Minimize the time tasks are blocked due to blockers,MinimizeBlockers,Task / Sub-Task,Min,🟢
G3,Maximize Team Velocity,Maximize average velocity of the team across sprints,MaximizeVelocity,Velocity,Max,🟡
G4,Maximize Feature Completion,Maximize features completed per sprint,MaximizeFeatureDone,Feature,Max,🟢
G5,Minimize Sprint Overrun,Minimize the sprint duration exceeding planned end date,MinimizeSprintOverrun,Sprint,Min,🟢
G6,Maximize Employee Utilization,Maximize the utilization rate of employees on tasks,MaximizeUtilization,Employee,Max,🟡
G7,Minimize Budget Overrun,Minimize the budget spent beyond project budget,MinimizeBudgetOverrun,Project,Min,🔴
G8,Maximize Stakeholder Satisfaction,Maximize satisfaction score from stakeholder feedback,MaximizeStakeholderSat,Stakeholder,Max,🟡
G9,Minimize Defects in Release,Minimize the number of bugs found in released versions,MinimizeReleaseBugs,Development Snapshot,Min,🟢
G10,Maximize Agile Process Compliance,Maximize adherence to Scrum processes (meetings, roles, etc.),MaximizeProcessComp,Sprint, Team,Max,🟡
