ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_delivered_story_points,Maximize total story points of user stories planned into sprint backlogs,True,max,UserStory,story_points,1,1.0
G1,minimize_total_task_effort,Minimize total effort of tasks selected on boards,True,min,Task,effort,1,1.0
G2,minimize_blocker_impact,Minimize weighted impact (severity) of blocked tasks that are planned,True,min,Blocker,severity,2,1.0
G3,maximize_sprint_goal_achievement,Maximize achievement of sprint goals across sprints,True,max,Sprint,achievement_of_goal,2,1.0
G4,maximize_team_velocity,Maximize average story points per sprint per team,True,max,Velocity,avg._story_points,1,0.9
G5,minimize_product_backlog_size,Minimize number of entries selected into Product Backlogs,True,min,ProductBacklog,number_of_entries,1,0.5
G6,minimize_project_budget_consumption,Minimize proxy of project budget consumed by assigned teams,True,min,Project,budget,2,1.0
G7,maximize_priority_of_released_features,Maximize sum of priorities for features included in release plans,True,max,Feature,priority,1,0.8
G8,maximize_stakeholder_participation_impact,Maximize influence-weighted stakeholder participation in Sprint Reviews,True,max,Stakeholder,influence_level,1,0.6
G9,maximize_team_satisfaction,Maximize team satisfaction recorded in sprint retrospectives,True,max,SprintRetrospective,team_satisfaction,1,0.7
G10,minimize_unfinished_tasks_on_board,Minimize the number of non-done tasks that are placed on boards,False,min,Task,status,2,1.0
G11,maximize_test_pass_rate,Maximize (proxy) share of passed test statuses in development snapshots,False,max,DevelopmentSnapshot,test_status,1,0.9
