ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,budget_limit,The project's spent budget must not exceed the allocated budget.,False,min,Project,budget,2,1.0
C1,team_size_constraint,Team size must be within a specific range (e.g., 5 to 9 members).,False,min,Team,team_size,2,1.0
C2,sprint_effort_capacity,The sum of effort for all tasks in a sprint must not exceed the team's velocity.,True,min,SprintBacklog,total_effort,2,1.0
C3,skill_requirement,A worker assigned to a task must possess the required skill.,False,max,Worker,id,2,1.0
C4,task_dependency,A task cannot be started if its predecessor task is not complete.,False,min,Task,status,0,1.0
C5,blocker_active,A task with an active blocker cannot have the status 'done'.,False,min,Blocker,status,0,1.0
C6,mandatory_scrum_master,Every team must be assigned exactly one Scrum Master.,False,min,Team,id,2,1.0
C7,sprint_date_fixed,The start and end dates of a sprint cannot overlap with another sprint for the same team.,False,min,Sprint,start_date,0,1.0
C8,single_team_per_sprint_backlog,A sprint backlog must belong to exactly one sprint and one team.,False,min,SprintBacklog,id,2,1.0
C9,mandatory_product_owner,Every project must have a Product Owner managing its backlog.,False,min,ProductOwner,id,2,1.0
C10,release_date_precedence,The planned date for a release must be after the end date of all associated sprints.,False,min,ReleasePlan,planned_date,2,1.0
C11,epic_story_link,Every user story must belong to an epic.,False,min,UserStory,id,2,1.0
