ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_has_skill,Ensure each team member possesses necessary skills.,False,"min",Worker,skill,2,1.0
C1,sprint_goal_defined,Every sprint must have a clearly defined goal.,False,"min",Sprint,sprint_number,2,1.0
C2,blocker_severity_high,Critical blockers must be addressed immediately.,False,"min",Blocker,severity,2,1.0
C3,feature_documentation_complete,All features must have comprehensive documentation.,False,"min",FeatureDocumentation,title,2,1.0
C4,user_story_acceptance_criteria_defined,Each user story must have clearly defined acceptance criteria.,False,"min",UserStory,acceptance_criteria,2,1.0
C5,velocity_consistent,Maintain a consistent team velocity across sprints.,False,"min",Velocity,avg._story_points,2,1.0
C6,team_member_availability_high,Team members must be highly available during sprints.,False,"min",Worker,availability,2,1.0
C7,feature_priority_high,Features with high priority must be addressed first.,False,"min",Feature,priority,2,1.0
C8,stakeholder_relevance_high,Stakeholders relevant to features must be engaged.,False,"min",Stakeholder,relevance_to_feature,2,1.0
C9,release_feature_status_complete,Features in release plan must be completed.,False,"min",ReleasePlan,status,2,1.0
C10,roadmap_milestone_achieved,Roadmap milestones should be achieved as planned.,False,"min",Roadmap,milestones,2,1.0
C11,epic_status_in_progress,Epics must be in progress for development.,False,"min",Epic,status,2,1.0
C12,sprint_backlog_status_todo,Sprint Backlog tasks should be in 'To Do' status.,False,"min",SprintBacklog,status,2,1.0
C13,sprint_review_attendance_at_least_one,Sprint reviews should have at least one attendee.,False,"min",SprintReview,attendees_count,2,1.0
C14,sprint_planning_outcome_documented,Sprint planning outcomes must be documented.,False,"min",SprintPlanning,outcome_documentation,2,1.0
C15,scrum_master_experience_high,Scrum masters must have adequate experience.,False,"min",ScrumMaster,experience,2,1.0
