ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_productivity,Maximize the overall productivity of development teams,False,max,Team,team_size,1,1.5
G1,minimize_sprint_duration,Minimize the duration of each sprint to meet deadlines,False,min,Sprint,duration_,1,2.0
G2,maximize_feature_priority,Maximize the priority of features in the Product Backlog,False,max,Feature,priority,1,1.2
G3,maximize_user_story_acceptance,Maximize the number of User Stories with acceptance criteria met,False,max,UserStory,acceptance_criteria,1,1.0
G4,minimize_blocker_severity,Minimize the severity of blockers impacting tasks,False,min,Blocker,severity,1,1.5
G5,maximize_sprint_goal_achievement,Maximize the achievement status of Sprint Goals,False,max,SprintGoal,achievement_status,1,2.0
G6,maximize_team_availability,Maximize the availability of team members for task assignments,False,max,Worker,availability,1,1.3
G7,minimize_task_effort_variance,Minimize variance in estimated effort across tasks,False,min,Task,effort,1,1.2
G8,maximize_feature.documentation_quality,Maximize the quality and completeness of feature documentation,False,max,FeatureDocumentation,title,1,1.0
G9,maximize_velocity,Achieve higher velocity across sprints to deliver more work,False,max,Velocity,avg._story_points,1,1.5
