ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_limit,The team size must not exceed 9 members,False,max,Team,team_size,2,1.0
C1,sprint_duration_fixed,Sprint duration must be exactly 14 days,False,max,Sprint,duration,2,1.0
C2,blocker_severity_high,Blockers with severity "high" must be resolved within 2 days,False,max,Blocker,severity,2,1.0
C3,feature_priority_high,Only features with priority "high" can be included in the current sprint,False,max,Feature,priority,2,1.0
C4,worker_availability,Only workers with status "available" can be assigned to tasks,False,max,Worker,availability,2,1.0
C5,skill_requirement,Each task must be assigned to a worker with the required skill,False,max,Task,type,2,1.0
C6,product_backlog_status,Only product backlogs with status "approved" can be used for sprint planning,False,max,ProductBacklog,status,2,1.0
C7,sprint_goal_achievable,The sprint goal must be achievable with the selected user stories,False,max,SprintGoal,achievement_status,2,1.0
C8,release_plan_status,Only release plans with status "confirmed" can be executed,False,max,ReleasePlan,status,2,1.0
C9,scrum_board_columns,Scrum board must have at least 3 columns (ToDo, In Progress, Done),False,max,ScrumBoard,columns_(todo/done...),2,1.0
C10,velocity_trend_positive,Velocity trend must be positive over the last 3 sprints,False,max,Velocity,trend,2,1.0
C11,roadmap_milestones,All milestones in the roadmap must be assigned to a release plan,False,max,Roadmap,milestones,2,1.0
C12,stakeholder_influence,Stakeholders with influence level "high" must be invited to sprint reviews,False,max,Stakeholder,influence_level,2,1.0
C13,documentation_completeness,Every feature must have associated documentation,False,max,FeatureDocumentation,title,2,1.0
C14,budget_constraint,Project budget must not exceed the planned budget,False,max,Project,budget,2,1.0
