ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_velocity_points,Increase average story points delivered per sprint,True,max,Velocity,avg._story_points,2,1.0
G1,minimize_project_budget,Reduce total project spend across all projects,True,min,Project,budget,2,1.0
G2,minimize_feature_effort,Reduce total estimated effort across selected features,True,min,Feature,estimated_effort,2,0.9
G3,minimize_task_effort,Reduce total task effort within the sprint,True,min,Task,effort,2,1.0
G4,maximize_sprint_goal_achievement,Maximize the rate at which sprint goals are achieved,True,max,Sprint,achievement_of_goal,2,0.8
G5,maximize_team_satisfaction,Increase team satisfaction from retrospectives,True,max,SprintRetrospective,team_satisfaction,1,0.6
G6,minimize_backlog_size,Keep the product backlog lean by minimizing entries,True,min,ProductBacklog,number_of_entries,1,0.5
G7,maximize_review_attendance,Increase stakeholder participation in sprint reviews,True,max,SprintReview,attendees_count,1,0.4
G8,maximize_skill_levels,Promote higher skill levels across the workforce,True,max,Skill,level,1,0.5
G9,minimize_blocker_severity,Reduce cumulative severity of blockers,True,min,Blocker,severity,2,0.8
G10,maximize_sprint_benefit,Maximize perceived benefit of sprint goals,True,max,SprintGoal,benefit,1,0.5
G11,minimize_epic_effort,Reduce total estimated effort across epics,True,min,Epic,estimated_effort,1,0.7
G12,maximize_worker_availability,Maximize available capacity of workers,True,max,Worker,availability,1,0.6
