ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_velocity,Maximize team velocity to deliver more features,False,max,Velocity,avg._story_points,2,1.0
G1,minimize_blocker_severity,Minimize blocker severity to reduce project risk,False,min,Blocker,severity,2,0.8
G2,maximize_sprint_goal_achievement,Maximize sprint goal achievement to meet project objectives,False,max,SprintGoal,achievement_status,2,1.2
G3,minimize_sprint_planning_duration,Minimize sprint planning duration to increase productivity,False,min,SprintPlanning,duration_(min),2,0.9
G4,maximize_feature_completion,Maximize feature completion to deliver more value,False,max,Feature,status,2,1.1
G5,minimize_development_snapshot_bugs,Minimize development snapshot bugs to improve quality,False,min,DevelopmentSnapshot,test_status,2,1.0
G6,maximize_stakeholder_satisfaction,Maximize stakeholder satisfaction to ensure project success,False,max,SprintRetrospective,team_satisfaction,2,1.0
G7,minimize_task_effort,Minimize task effort to reduce project costs,False,min,Task,effort,2,0.9
G8,maximize_product_owner_availability,Maximize product owner availability to ensure smooth project flow,False,max,ProductOwner,availability,2,1.0
G9,minimize_scrum_master_experience,Minimize scrum master experience to reduce project costs,False,min,ScrumMaster,experience,2,0.8
G10,maximize_release_plan_inclusion,Maximize release plan inclusion to deliver more features,False,max,ReleasePlan,included_features,2,1.1
G11,minimize_roadmap_objectives,Minimize roadmap objectives to focus on key goals,False,min,Roadmap,objectives,2,0.9
G12,maximize_sprint_review_feedback,Maximize sprint review feedback to improve project outcomes,False,max,SprintReview,feedback_documentation,2,1.0
