ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,require_project_status_active,Only active projects are considered,False,min,Project,status,2,1.0
C1,require_team_status_active,Only active teams are considered,False,min,Team,team_status,2,1.0
C2,require_worker_status_active,Only active workers are considered,False,min,Worker,status,2,1.0
C3,require_feature_status_completed,Only completed features are counted,False,max,Feature,status,0,0.5
C4,require_task_status_done,Only tasks with status 'done' are valid,False,max,Task,status,2,1.2
C5,require_sprint_status_completed,Only completed sprints are evaluated,False,min,Sprint,status,2,1.1
C6,require_user_story_status_done,Only completed user stories are included,False,max,UserStory,status,2,1.0
C7,require_blocker_status_resolved,Only resolved blockers are counted,False,min,Blocker,status,2,0.9
C8,require_skill_certified,Certified skills only are valid,False,max,Skill,certified,2,1.1
C9,require_role_area_defined,Only roles with defined area of responsibility,False,min,Role,area_of_responsibility,1,0.8
C10,require_sprint_goal_achievement_met,Only sprints with achieved goals are valid,False,max,SprintGoal,achievement_status,2,1.3
C11,require_velocity_trend_positive,Only consider teams with positive velocity trend,False,max,Velocity,trend,2,1.0
C12,require_release_status_planned,Only planned releases are considered,False,min,ReleasePlan,status,2,0.9
C13,require_dev_test_status_passed,Only snapshots with passed tests are valid,False,max,DevelopmentSnapshot,test_status,2,1.1
