ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_limit,Team size must not exceed 9 members,False,max,Team,team_size,2,1.0
C1,project_budget_limit,Project budget must not exceed the allocated amount,False,max,Project,budget,2,1.0
C2,sprint_duration_fixed,Sprint duration must be exactly 14 days,False,max,Sprint,duration,2,1.0
C3,skill_requirement,Each team must have at least one member with each required skill,False,min,Skill,level,2,1.0
C4,blocker_severity,Only high-severity blockers must be resolved before sprint end,False,min,Blocker,severity,2,1.0
C5,role_coverage,Each team must have at least one Scrum Master and one Product Owner,False,min,Role,role_name,2,1.0
C6,feature_priority,Only high-priority features can be included in a release,False,min,Feature,priority,2,1.0
C7,velocity_trend,Velocity trend must be non-negative,False,min,Velocity,trend,2,1.0
C8,task_effort_limit,No task should require more than 16 hours of effort,False,max,Task,effort,2,1.0
C9,stakeholder_relevance,Only stakeholders with high relevance can participate in sprint reviews,False,min,Stakeholder,relevance_to_feature,2,1.0
C10,sprint_goal_clarity,Every sprint must have exactly one sprint goal,False,max,SprintGoal,objective_description,2,1.0
C11,epic_status,Only approved epics can be split into user stories,False,min,Epic,status,2,1.0
C12,user_story_acceptance,All user stories must have defined acceptance criteria,False,min,UserStory,acceptance_criteria,2,1.0
C13,release_plan_status,Only approved release plans can be part of the roadmap,False,min,ReleasePlan,status,2,1.0
C14,scrum_board_columns,Every scrum board must have at least 3 columns,False,min,ScrumBoard,columns_(todo/done...),2,1.0
