ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,feature_priority_high,Ensure high-priority features are implemented,False,max,Feature,priority,2,1.0
C1,worker_status_active,Only consider active team members,False,max,Worker,status,2,1.0
C2,project_status_ongoing,Focus on projects currently in progress,False,max,Project,status,2,1.0
C3,sprint_status_not_finished,Consider only incomplete sprints,False,max,Sprint,status,2,1.0
C4,blocker_status_open,Prioritize resolving open blockers,False,max,Blocker,status,2,1.0
C5,user_story_status_to_do,Focus on user stories that are yet to be started,False,max,UserStory,status,2,1.0
C6,task_status_open,Prioritize tasks that are open,False,max,Task,status,2,1.0
C7,epic_status_in_progress,Consider epics that are currently in progress,False,max,Epic,status,2,1.0
C8,team_status_active,Consider only active teams,False,max,Team,team_status,2,1.0
C9,release_status_planned,Consider only planned releases,False,max,ReleasePlan,status,2,1.0
C10,stakeholder_relevance_high,Focus on stakeholders with high relevance to features,False,max,Stakeholder,relevance_to_feature,2,1.0
C11,feature_documentation_complete,Ensure feature documentation is complete,False,max,FeatureDocumentation,change_log,2,1.0
C12,sprint_goal_achieved,Consider only sprints that have achieved their goal,False,max,SprintGoal,achievement_status,2,1.0
