ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_velocity_points,"Maximize average story points delivered per sprint",True,max,Velocity,avg._story_points,1,1.0
G1,maximize_goal_achievement_rate,"Maximize sprints achieving the sprint goal",True,max,Sprint,achievement_of_goal,1,1.0
G2,minimize_open_blockers,"Minimize number of active blockers",True,min,Blocker,status,2,1.0
G3,minimize_feature_effort,"Minimize total estimated effort across selected features",True,min,Feature,estimated_effort,1,1.0
G4,maximize_story_points_completed,"Maximize sum of user story points in sprint backlog",True,max,UserStory,story_points,1,1.0
G5,minimize_task_effort,"Minimize total task effort in current sprint",True,min,Task,effort,1,1.0
G6,maximize_team_utilization,"Maximize availability aligned to sprint goals",True,max,Worker,availability,1,0.8
G7,minimize_least_velocity_gap,"Minimize gap to historical minimum velocity",False,min,Velocity,min_velocity,1,0.5
G8,maximize_priority_delivery,"Maximize delivery of high priority features",True,max,Feature,priority,1,1.2
G9,minimize_backlog_wip,"Minimize number of items in sprint backlog status in_progress",True,min,SprintBacklog,status,1,0.9
G10,maximize_review_attendance,"Maximize attendees in sprint review",True,max,SprintReview,attendees_count,1,0.6
G11,maximize_test_status_pass,"Maximize snapshots with passing test status",True,max,DevelopmentSnapshot,test_status,2,1.1
