ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_velocity,Aim to maximize average sprint velocity over time,True,max,Velocity,avg._story_points,2,1.0
G1,maximize_team_utilization,Maximize the productive use of worker availability,True,max,Worker,availability,1,0.8
G2,minimize_burnout_risk,Minimize cognitive load and overtime to reduce burnout risk,False,min,Worker,status,1,0.9
G3,maximize_requirement_clarity,Improve clarity of user stories by reducing ambiguity,True,max,UserStory,acceptance_criteria,2,1.0
G4,maximize_sprint_goal_achievement,Maximize the percentage of sprints achieving their goal,True,max,Sprint,achievement_of_goal,2,1.0
G5,minimize_technical_debt,Reduce accumulation of technical debt over iterations,False,min,DevelopmentSnapshot,test_status,0,1.0
G6,maximize_stakeholder_satisfaction,Increase stakeholder influence satisfaction through feedback integration,True,max,Stakeholder,influence_level,1,0.9
G7,maximize_backlog_grooming_rate,Increase the frequency and completeness of backlog refinement,True,max,ProductBacklog,number_of_entries,1,0.7
G8,minimize_blocker_duration,Minimize the average time blockers remain unresolved,False,min,Blocker,resolved_on,2,1.0
G9,maximize_documentation_coverage,Maximize the ratio of documented features to implemented features,True,max,FeatureDocumentation,linked_requirements,2,0.8
G10,maximize_cross_functionality,Encourage skill diversity within teams to improve resilience,True,max,Skill,level,1,0.7
G11,minimize_release_delay,Minimize deviation from planned release dates,False,min,ReleasePlan,planned_date,0,1.0
