ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_project_priority,Maximize the sum of project priorities,True,max,Project,priority,2,1.5
G1,minimize_project_cost,Minimize total project budget,True,min,Project,budget,2,1.2
G2,maximize_team_size,Maximize average team size for better coverage,True,max,Team,team_size,1,0.8
G3,minimize_sprint_duration,Minimize average sprint duration,True,min,Sprint,end_date,2,1.3
G4,maximize_velocity,Maximize average team velocity,True,max,Velocity,avg._story_points,2,1.6
G5,minimize_task_effort,Minimize total effort of all tasks,True,min,Task,effort,2,1.1
G6,maximize_feature_completion,Maximize number of completed features,True,max,Feature,status,2,1.4
G7,minimize_blocker_severity,Minimize total severity of active blockers,True,min,Blocker,severity,2,1.3
G8,maximize_user_story_points,Maximize completed story points in sprints,True,max,UserStory,story_points,2,1.5
G9,minimize_worker_unavailability,Minimize number of inactive workers,True,min,Worker,availability,0,1.0
G10,maximize_skill_certification,Maximize number of certified skills,True,max,Skill,certified,2,0.9
G11,minimize_release_delay,Minimize deviation from planned release dates,True,min,ReleasePlan,planned_date,2,1.2
G12,maximize_stakeholder_influence,Maximize involvement of high-influence stakeholders,True,max,Stakeholder,influence_level,1,0.7
G13,minimize_documentation_age,Minimize age of feature documentation,True,min,FeatureDocumentation,creation_date,1,0.6
