ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_velocity,Increase the team's average story points per sprint,True,max,Velocity,avg._story_points,1,1.0
G1,maximize_feature_delivery,Increase the number of features delivered per release,True,max,ReleasePlan,included_features,1,1.0
G2,minimize_sprint_backlog_size,Reduce the number of tasks in the Sprint Backlog,True,min,SprintBacklog,number_of_tasks,1,1.0
G3,maximize_product_story_coverage,Ensure all user stories are implemented within an epic,True,max,Epic,UserStory,1,1.0
G4,minimize_sprint_duration,Reduce the average Sprint length,True,min,Sprint,end_date,1,1.0
G5,maximize_product_quality,Increase the number of bug-free user stories,True,max,UserStory,acceptance_criteria,1,1.0
G6,minimize_team_blockers,Reduce the number of blockers in the team's workflow,True,min,Task,Blocker,1,1.0
G7,maximize_feature_adoption,Increase user adoption of new features,True,max,Feature,description,1,1.0
G8,minimize_sprint_scope_creep,Reduce the change in scope during a sprint,True,min,SprintBacklog,number_of_tasks,1,1.0
G9,maximize_stakeholder_engagement,Increase the number of stakeholders participating in sprint reviews,True,max,SprintReview,attendees_count,1,1.0
G10,minimize_task_complexity,Reduce the effort associated with each task,True,min,Task,effort,1,1.0
G11,maximize_skill_utilization,Improve the use of skills by employees,True,max,Skill,level,1,1.0
G12,minimize_feature_rework,Reduce the amount of rework related to features,True,min,Feature,description,1,1.0
G13,maximize_team_satisfaction,Increase team satisfaction with the product and process,True,max,SprintRetrospective,team_satisfaction,1,1.0
G14,minimize_code_complexity,Reduce the cyclomatic complexity of the code,True,min,Task,effort,1,1.0
G15,maximize_user_story_acceptance,Increase the percentage of user stories accepted,True,max,UserStory,acceptance_criteria,1,1.0
G16,minimize_sprint_impediments,Reduce the number of impediments encountered in a sprint,True,min,Task,Blocker,1,1.0
G17,maximize_skill_development,Improve employee skills through training,True,max,Skill,certified,1,1.0
G18,minimize_feature_defects,Reduce the number of defects in delivered features,True,min,Feature,description,1,1.0
G19,maximize_stakeholder_feedback,Increase the frequency of stakeholder feedback,True,max,SprintReview,attendees_count,1,1.0
G20,minimize_team_context_switching,Reduce the amount of time team members spend switching between tasks,True,min,Task,effort,1,1.0
