ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_limit,The team size must not exceed 9 members,False,max,Team,team_size,2,1.0
C1,project_budget_limit,The project budget must not exceed the planned budget,False,max,Project,budget,2,1.0
C2,sprint_duration_fixed,Sprint duration must be exactly 14 days,False,max,Sprint,duration,2,1.0
C3,worker_availability_required,Workers must be available for assignment,False,max,Worker,availability,2,1.0
C4,blocker_resolution_required,All critical blockers must be resolved before sprint end,False,min,Blocker,status,2,1.0
C5,feature_priority_threshold,Only features with priority >= 3 can be selected for a sprint,False,min,Feature,priority,2,1.0
C6,role_assignment_required,Every team must have at least one Scrum Master and one Product Owner,False,max,Team,team_type,2,1.0
C7,velocity_trend_positive,Velocity trend must be non-negative,False,min,Velocity,trend,2,1.0
C8,release_plan_status_active,Only active release plans can be part of the roadmap,False,max,ReleasePlan,status,2,1.0
C9,epic_status_active,Only active epics can be split into user stories,False,max,Epic,status,2,1.0
C10,task_type_valid,Tasks must be of type development, testing, or documentation,False,max,Task,type,2,1.0
C11,stakeholder_influence_limit,Stakeholders with influence level < 3 cannot block features,False,min,Stakeholder,influence_level,2,1.0
C12,scrum_board_columns_required,Scrum board must have at least 3 columns,False,min,ScrumBoard,columns_(todo/done...),2,1.0
C13,feature_documentation_required,Every feature must have documentation,False,max,FeatureDocumentation,title,2,1.0
C14,sprint_goal_achievable,Sprint goal achievement status must be >= 70%,False,min,SprintGoal,achievement_status,2,1.0
