ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,require_project_status_active,Only consider projects with active status,False,min,Project,status,2,1.0
C1,require_team_status_active,Only include active teams,False,min,Team,team_status,2,1.0
C2,require_worker_status_active,Only active workers are assignable,False,min,Worker,status,2,1.0
C3,require_feature_status_completed,Only completed features contribute to goals,False,min,Feature,status,1,0.8
C4,require_user_story_status_done,Only done user stories are counted,False,min,UserStory,status,2,1.0
C5,require_task_status_not_blocked,Tasks must not be blocked by any blocker,False,min,Task,status,0,1.5
C6,require_sprint_status_completed,Only completed sprints are considered,False,min,Sprint,status,2,1.0
C7,require_release_status_planned,Only planned releases are included,False,min,ReleasePlan,status,1,0.7
C8,require_skill_certified,Only certified skills are valid for assignment,False,min,Skill,certified,2,1.2
C9,require_role_area_defined,Role must have defined area of responsibility,False,min,Role,area_of_responsibility,2,0.9
C10,require_velocity_above_minimum,Team velocity must exceed minimum threshold,False,min,Velocity,min_velocity,2,1.1
C11,require_board_updated_recently,Scrum board must be updated within last 24h,False,min,ScrumBoard,last_updated,1,0.6
C12,require_stakeholder_relevance_high,Only high-relevance stakeholders are considered,False,min,Stakeholder,relevance_to_feature,2,1.0
C13,require_snapshot_test_passed,Only snapshots with passed tests are valid,False,min,DevelopmentSnapshot,test_status,2,1.3
C14,require_goal_achievement_met,Sprint goal must be fully achieved,False,min,SprintGoal,achievement_status,2,1.4
