ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,project_must_have_team,A project must have at least one team assigned,False,min,Project,id,2,1.0
C1,worker_availability_threshold,An individual worker's availability must be at least 80%,False,min,Worker,availability,2,1.0
C2,feature_priority_range,Feature priority must be between 1 (low) and 5 (critical),False,max,Feature,priority,1,1.0
C3,blocker_severity_limit,No blocker can have a severity greater than 4 (critical),False,max,Blocker,severity,1,1.0
C4,sprint_goal_must_be_set,Every sprint must have a defined goal,False,min,SprintGoal,objective_description,2,1.0
C5,task_effort_positive,The effort for any task must be a positive number,False,min,Task,effort,2,1.0
C6,team_size_limit,A team cannot have more than 9 members,False,max,Team,team_size,1,1.0
C7,user_story_has_acceptance_criteria,Every user story must have defined acceptance criteria,False,min,UserStory,acceptance_criteria,2,1.0
C8,sprint_duration_fixed,The duration of a sprint must be exactly 2 weeks (14 days),False,max,Sprint,start_date,0,1.0
C9,budget_not_exceeded,The total project cost must not exceed the allocated budget,False,max,Project,budget,1,1.0
