ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,minimize_total_project_cost,Minimize the total budget consumed across all projects.,True,min,Project,budget,2,1.0
G1,maximize_team_velocity,Maximize the average amount of work (story points) a team can complete per sprint.,True,max,Team,velocity,2,1.5
G2,minimize_blocker_resolution_time,Minimize the average time between a blocker being detected and resolved.,True,min,Blocker,resolved_on,2,1.2
G3,maximize_feature_priority_score,Maximize the total sum of priority scores for features selected in a release.,True,max,Feature,priority,2,1.0
G4,minimize_sprint_planning_duration,Minimize the total time spent in sprint planning meetings.,True,min,SprintPlanning,duration_(min),2,0.8
G5,maximize_team_availability,Maximize the cumulative availability of all team members.,True,max,Worker,availability,2,1.0
G6,minimize_task_effort_variance,Minimize the difference between estimated and actual effort for tasks.,False,min,Task,effort,2,0.9
G7,maximize_stakeholder_satisfaction,Maximize the average influence level of satisfied stakeholders.,True,max,Stakeholder,influence_level,1,1.3
G8,minimize_technical_debt,Minimize the number of features or stories with a status indicating incomplete technical quality.,True,min,Feature,status,0,1.1
G9,maximize_sprint_goal_achievement,Maximize the number of sprints where the achievement status is marked as complete.,True,max,SprintGoal,achievement_status,2,1.0
