ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,require_active_project,Project must be in active status,False,,Project,status,2,1.0
C1,require_completed_tasks,All tasks must be completed,False,,Task,status,2,1.0
C2,require_available_workers,Workers must be available,False,,Worker,availability,2,1.0
C3,require_resolved_blockers,All blockers must be resolved,False,,Blocker,status,2,1.0
C4,require_valid_velocity,Velocity must be within historical range,False,,Velocity,avg._story_points,2,1.0
C5,require_achieved_sprint_goals,Sprint goals must be achieved,False,,SprintGoal,achievement_status,2,1.0
C6,require_valid_user_stories,User stories must have defined acceptance criteria,False,,UserStory,acceptance_criteria,2,1.0
C7,require_documented_features,Features must have documentation,False,,FeatureDocumentation,title,2,1.0
C8,require_approved_releases,Release plans must be approved,False,,ReleasePlan,status,2,1.0
C9,require_valid_roadmap,Roadmap must include milestones,False,,Roadmap,milestones,2,1.0
C10,require_certified_skills,Workers must have certified skills,False,,Skill,certified,2,1.0
C11,require_active_scrum_master,Scrum Master must be available,False,,ScrumMaster,availability,2,1.0
C12,require_active_product_owner,Product Owner must be available,False,,ProductOwner,availability,2,1.0
C13,require_valid_sprint_backlog,Sprint Backlog must be updated,False,,SprintBacklog,last_updated,2,1.0
C14,require_valid_deployment,Development Snapshot must be deployed,False,,DevelopmentSnapshot,deployment_target,2,1.0
