ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_productivity,Maximize the number of completed story points per team,True,max,Team,team_size,2,1.0
G1,maximize_sprint_velocity,Maximize the average story points completed per sprint,True,max,Velocity,avg._story_points,2,1.0
G2,minimize_blocker_severity,Minimize the severity of blockers during a sprint,False,min,Blocker,severity,2,1.0
G3,maximize_feature_completion,Maximize the number of completed features in a release,True,max,Feature,status,2,1.0
G4,maximize_team_satisfaction,Maximize team satisfaction after sprint retrospective,False,max,SprintRetrospective,team_satisfaction,2,1.0
G5,minimize_project_budget_overrun,Minimize the difference between actual and planned project budget,False,min,Project,budget,2,1.0
G6,maximize_stakeholder_satisfaction,Maximize the relevance of features to stakeholders,True,max,Stakeholder,relevance_to_feature,2,1.0
G7,maximize_sprint_goal_achievement,Maximize the achievement status of sprint goals,False,max,SprintGoal,achievement_status,2,1.0
G8,minimize_task_effort,Minimize the total effort required for all tasks in a sprint,True,min,Task,effort,2,1.0
G9,maximize_skill_coverage,Maximize the number of required skills covered by team members,True,max,Worker,availability,2,1.0
G10,minimize_sprint_duration,Minimize the duration of sprints,False,min,Sprint,duration,2,1.0
G11,maximize_epic_priority,Maximize the priority of epics in the product backlog,True,max,Epic,priority,2,1.0
G12,maximize_user_story_completion,Maximize the number of completed user stories per sprint,True,max,UserStory,status,2,1.0
G13,minimize_team_location_distance,Minimize the geographical distance between team members,False,min,Team,location,1,0.8
G14,maximize_documentation_quality,Maximize the quality of feature documentation,False,max,FeatureDocumentation,change_log,1,0.9
