ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_project_budget,"Maximize the total budget across all projects",True,max,Project,budget,1,1.0
G1,maximize_project_priority,"Maximize the sum of priorities for all projects",True,max,Project,priority,1,1.2
G2,maximize_feature_priority,"Prioritize features with the highest value",True,max,Feature,priority,1,1.5
G3,maximize_story_points_per_sprint,"Maximize the total story points completed in a sprint",True,max,UserStory,story_points,1,1.8
G4,minimize_task_effort,"Minimize the total effort required for all tasks",True,min,Task,effort,1,1.0
G5,minimize_blocker_severity,"Minimize the impact of impediments by focusing on high-severity blockers",True,min,Blocker,severity,1,2.0
G6,maximize_team_velocity,"Maximize the average story points a team can handle per sprint",True,max,Velocity,avg._story_points,1,1.3
G7,maximize_worker_availability,"Maximize the overall availability of all workers",True,max,Worker,availability,1,1.0
G8,maximize_team_satisfaction,"Maximize the reported team satisfaction in retrospectives",True,max,SprintRetrospective,team_satisfaction,1,1.1
G9,minimize_epic_effort,"Minimize the estimated effort for large-scale epics",True,min,Epic,estimated_effort,1,0.8
G10,maximize_stakeholder_influence,"Focus on features relevant to stakeholders with high influence",True,max,Stakeholder,influence_level,1,1.4
G11,maximize_skill_level,"Maximize the overall skill level of workers assigned to tasks",True,max,Skill,level,1,1.2
