ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_utilization,Maximize average worker availability in teams,True,max,Team,team_size,1,1.2
G1,minimize_project_duration,Minimize time between project start and end,False,min,Project,project_end,2,1.5
G2,maximize_velocity,Maximize average story points completed per sprint,True,max,Velocity,avg._story_points,2,1.8
G3,minimize_blocker_severity,Minimize total severity of active blockers,True,min,Blocker,severity,2,1.4
G4,maximize_feature_completion,Maximize number of completed features,True,max,Feature,status,1,1.1
G5,minimize_sprint_goal_failure,Minimize number of unachieved sprint goals,True,min,SprintGoal,achievement_status,0,1.6
G6,maximize_stakeholder_influence,Maximize inclusion of high-influence stakeholders,True,max,Stakeholder,influence_level,1,1.0
G7,minimize_task_effort_deviation,Minimize difference between estimated and actual effort,False,min,Task,effort,2,1.3
G8,maximize_documentation_coverage,Maximize ratio of documented features,True,max,FeatureDocumentation,linked_requirements,1,0.9
G9,minimize_budget_expenditure,Minimize total project budget,True,min,Project,budget,2,1.7
G10,maximize_worker_certified_skills,Maximize number of certified skills per worker,True,max,Skill,certified,2,1.1
G11,minimize_sprint_planning_time,Minimize duration of sprint planning meetings,False,min,SprintPlanning,duration_(min),2,1.0
G12,maximize_release_plan_inclusion,Maximize number of features included in release plan,True,max,ReleasePlan,included_features,1,1.2
G13,minimize_daily_scrum_overrun,Minimize average daily scrum duration beyond 15 minutes,False,min,DailyScrum,duration,0,0.8
G14,maximize_team_satisfaction,Maximize average team satisfaction in retrospectives,False,max,SprintRetrospective,team_satisfaction,2,1.3
