ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,feature_priority_high,Feature priority must be high,False,min,Feature,priority,2,1.0
C1,blocker_severity_critical,Blocker severity must be critical,False,min,Blocker,severity,2,1.0
C2,story_status_completed,User Story status must be completed,False,min,UserStory,status,2,1.0
C3,team_status_active,Team status must be active,False,min,Team,team_status,2,1.0
C4,project_status_ongoing,Project status must be ongoing,False,min,Project,status,2,1.0
C5,sprint_status_active,Sprint status must be active,False,min,Sprint,status,2,1.0
C6,worker_status_available,Worker status must be available,False,min,Worker,status,2,1.0
C7,feature_documentation_present,Feature documentation must exist,False,min,FeatureDocumentation,title,2,1.0
C8,release_plan_status_approved,Release plan status must be approved,False,min,ReleasePlan,status,2,1.0
C9,stakeholder_relevance_high,Stakeholder relevance to feature must be high,False,min,Stakeholder,relevance_to_feature,2,1.0
C10,velocity_trend_positive,Velocity trend must be positive,False,min,Velocity,trend,2,1.0
C11,roadmap_milestone_completed,Roadmap milestone must be completed,False,min,Roadmap,milestones,2,1.0
C12,sprint_goal_achieved,Sprint goal must be achieved,False,min,SprintGoal,achievement_status,2,1.0
C13,task_status_done,Task status must be done,False,min,Task,status,2,1.0
C14,sprint_backlog_status_active,Sprint backlog status must be active,False,min,SprintBacklog,status,2,1.0
