ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_productivity,Maximize the overall productivity of teams,False,max,Team,availability,2,1.5
G1,minimize_task_blockers,Minimize the number of active blockers in sprints,False,min,Blocker,status,2,1.2
G2,maximize_feature_priority,Maximize the priority of delivered features,False,max,Feature,priority,2,1.4
G3,maximize_sprint_velocity,Maximize the velocity of work completed per sprint,False,max,Velocity,avg._story_points,2,1.6
G4,minimize_sprint_duration,Minimize the duration of sprints,False,min,Sprint,duration_(min),2,0.8
G5,maximize_stakeholder_feedback,Maximize the number of stakeholders providing feedback,False,max,SprintReview,attendees_count,2,1.3
G6,maximize_task_completion,Maximize the completion rate of tasks in sprints,False,max,Task,status,2,1.4
G7,minimize_project_budget,Minimize the overall project budget,False,min,Project,budget,2,0.9
G8,maximize_user_story_acceptance,Maximize the acceptance rate of user stories,False,max,UserStory,status,2,1.5
G9,maximize_development_snapshot_quality,Maximize the quality of development snapshots,False,max,DevelopmentSnapshot,test_status,2,1.3
