ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,ensure_sprint_goal_achievement,Ensure all sprint goals are achieved,False,na,Sprint,achievement_of_goal,2,1.0
C1,keep_team_size_within_limits,Keep team size within predefined limits,False,na,Team,team_size,2,1.0
C2,ensure_feature_documentation_completion,Ensure all features have complete documentation,False,na,FeatureDocumentation,title,2,1.0
C3,limit_number_of_epics_in_backlog,LIMIT the number of epics in the product backlog,False,na,ProductBacklog,number_of_entries,2,1.0
C4,ensure_sprint_review_participation,Ensure stakeholders participate in sprint reviews,False,na,SprintReview,attendees_count,2,1.0
C5,maintain_project_budget,Maintain project budget within predefined limits,False,na,Project,budget,2,1.0
C6,keep_task_effort_under_limit,Keep task effort under predefined limits,False,na,Task,effort,2,1.0
C7,ensure_blocker_resolution,Ensure all blockers are resolved in a timely manner,False,na,Blocker,status,2,1.0
C8,maintain_sprint_retrospective_improvements,Maintain a record of improvements from sprint retrospectives,False,na,SprintRetrospective,improvement_actions,2,1.0
C9,keep_release_plan_alignment,Keep release plans aligned with the roadmap,False,na,ReleasePlan,status,2,1.0
