ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_story_points_completed,"Maximize completed User Story story points across all sprints",True,max,UserStory,story_points,1,1.0
G1,maximize_sprint_goal_achievement,"Maximize achievement of Sprint Goals",True,max,Sprint,achievement_of_goal,2,1.0
G2,minimize_unresolved_blocker_severity,"Minimize total severity of unresolved Blockers",True,min,Blocker,severity,2,1.0
G3,minimize_total_feature_effort,"Minimize total estimated effort of selected Features",True,min,Feature,estimated_effort,1,0.6
G4,minimize_total_task_effort,"Minimize total task effort scheduled within sprints",True,min,Task,effort,1,0.4
G5,maximize_velocity_trend,"Maximize positive velocity trend",True,max,Velocity,trend,1,0.3
G6,maximize_feature_priority_delivered,"Maximize delivered Feature priority",True,max,Feature,priority,1,0.8
G7,maximize_epic_priority_delivered,"Maximize delivered Epic priority",True,max,Epic,priority,1,0.7
G8,maximize_review_attendance,"Maximize number of attendees in Sprint Reviews",True,max,SprintReview,attendees_count,1,0.2
G9,minimize_budget_overrun,"Minimize budget overrun against project budgets",True,min,Project,budget,2,1.0
G10,maximize_sprint_backlog_throughput,"Maximize number of tasks processed per Sprint Backlog",True,max,SprintBacklog,number_of_tasks,1,0.5
G11,minimize_blocker_resolution_time,"Minimize time to resolve blockers (resolution date vs detection date)",True,min,Blocker,resolved_on,1,0.5
G12,maximize_product_backlog_freshness,"Maximize recency of Product Backlog updates",True,max,ProductBacklog,last_updated,1,0.2
