"ID","Name","Description","IsSum","GoalType","EntityName","EntityAttribute","CriteriaType","Weight"
"C0","project_status_condition","Project status must be active","False","min","Project","status","2","1.0"
"C1","sprint_goal_condition","Sprint goal must be achievable","False","min","SprintGoal","achievement_status","2","0.9"
"C2","team_availability_condition","Team availability must be sufficient","False","min","Team","team_status","2","0.8"
"C3","feature_priority_condition","Feature priority must be high","False","min","Feature","priority","2","1.1"
"C4","blocker_resolution_condition","Blocker resolution must be timely","False","min","Blocker","resolved_on","2","0.9"
"C5","stakeholder_influence_condition","Stakeholder influence must be significant","False","min","Stakeholder","influence_level","2","1.0"
"C6","sprint_planning_condition","Sprint planning must be thorough","False","min","SprintPlanning","outcome_documentation","2","0.8"
"C7","development_snapshot_condition","Development snapshot must be stable","False","min","DevelopmentSnapshot","test_status","2","1.2"
"C8","release_plan_condition","Release plan must be feasible","False","min","ReleasePlan","planned_date","2","0.9"
"C9","scrum_board_condition","Scrum board must be up-to-date","False","min","ScrumBoard","last_updated","2","1.1"
"C10","user_story_condition","User story must be well-defined","False","min","UserStory","acceptance_criteria","2","0.9"
"C11","product_owner_condition","Product owner must be available","False","min","ProductOwner","availability","2","1.0"
"C12","sprint_retrospective_condition","Sprint retrospective must be productive","False","min","SprintRetrospective","improvement_actions","2","0.8"
"C13","team_collaboration_condition","Team collaboration must be effective","False","min","Team","team_size","2","1.0"
"C14","velocity_condition","Velocity must be stable","False","min","Velocity","avg._story_points","2","0.9"
