ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_team_skill_coverage,Maximize the cumulative skill level of the team for the project's required features,True,max,Worker,level,1,1.0
G1,minimize_sprint_overcommitment,Minimize the difference between planned sprint effort and team capacity,False,min,Sprint,achievement_of_goal,1,2.0
G2,maximize_velocity_consistency,Maximize the team's average velocity to ensure predictable planning,True,max,Velocity,avg._story_points,1,1.5
G3,minimize_blocker_resolution_time,Minimize the average time taken to resolve blockers,True,min,Blocker,resolved_on,1,1.8
G4,maximize_stakeholder_satisfaction,Maximize the positive feedback from sprint reviews,False,max,SprintReview,feedback_documentation,1,1.2
G5,minimize_context_switching,Minimize the number of different features a developer works on in a single sprint,True,min,Worker,availability,1,1.0
G6,maximize_feature_completion,Maximize the number of high-priority features completed per release,True,max,Feature,status,2,1.0
G7,minimize_technical_debt_growth,Minimize the introduction of new tasks marked as 'debt' or 'refactoring',True,min,Task,type,1,1.3
G8,maximize_team_availability,Maximize the cumulative available working hours of the team for the sprint,True,max,Worker,availability,1,0.8
G9,minimize_planning_duration,Minimize the time spent in sprint planning meetings,False,min,SprintPlanning,duration_(min),1,0.5
