"ID","Name","Description","IsSum","GoalType","EntityName","EntityAttribute","CriteriaType","Weight"
"G0","maximize_project_budget","Maximize project budget",False,"max","Project","budget",2,1.0
"G1","minimize_project_duration","Minimize project duration",False,"min","Project","project_end",2,1.0
"G2","maximize_team_size","Maximize team size",False,"max","Team","team_size",2,0.8
"G3","maximize_feature_priority","Maximize feature priority",False,"max","Feature","priority",2,0.9
"G4","minimize_task_effort","Minimize task effort",False,"min","Task","effort",2,0.7
"G5","maximize_sprint_velocity","Maximize sprint velocity",False,"max","Velocity","avg._story_points",2,1.0
"G6","minimize_blocker_severity","Minimize blocker severity",False,"min","Blocker","severity",2,0.8
"G7","maximize_stakeholder_influence","Maximize stakeholder influence",False,"max","Stakeholder","influence_level",2,0.9
"G8","minimize_sprint_planning_duration","Minimize sprint planning duration",False,"min","SprintPlanning","duration_(min)",2,0.6
"G9","maximize_sprint_goal_achievement","Maximize sprint goal achievement",False,"max","SprintGoal","achievement_status",2,1.0
"G10","minimize_development_snapshot_bugs","Minimize development snapshot bugs",False,"min","DevelopmentSnapshot","test_status",2,0.8
"G11","maximize_feature_documentation_quality","Maximize feature documentation quality",False,"max","FeatureDocumentation","description",2,0.9
"G12","minimize_sprint_retrospective_duration","Minimize sprint retrospective duration",False,"min","SprintRetrospective","duration",2,0.6
"G13","maximize_team_satisfaction","Maximize team satisfaction",False,"max","SprintRetrospective","team_satisfaction",2,1.0
"G14","minimize_release_plan_delay","Minimize release plan delay",False,"min","ReleasePlan","planned_date",2,0.8
