ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
G0,maximize_SprintGoalAchievement,Increase the percentage of Sprint Goals achieved,True,max,"SprintGoal","achievement_status",1,"0.8"
G1,maximize_Velocity,Increase the average story points per sprint,True,max,"Velocity","avg._story_points",1,"0.8"
G2,maximize_FeatureCompletion,Increase the number of completed features,True,max,"Feature","status",1,"0.8"
G3,maximize_UserStoryCompletion,Increase the number of completed user stories,True,max,"UserStory","status",1,"0.8"
G4,maximize_TaskCompletion,Increase the number of completed tasks per sprint,True,max,"Task","status",1,"0.8"
G5,maximize_SprintGoalAchievement,Increase the percentage of Sprint Goals achieved,True,max,"SprintGoal","achievement_status",1,"0.8"
G6,maximize_Velocity,Increase the average story points per sprint,True,max,"Velocity","avg._story_points",1,"0.8"
G7,maximize_FeatureCompletion,Increase the number of completed features,True,max,"Feature","status",1,"0.8"
G8,maximize_UserStoryCompletion,Increase the number of completed user stories,True,max,"UserStory","status",1,"0.8"
G9,minimize_BlockerImpact,Reduce the number of blocked tasks,True,min,"Task","status",1,"0.8"
G10,maximize_Velocity,Increase the average story points per sprint,True,max,"Velocity","avg._story_points",1,"0.8"
G11,minimize_BlockerImpact,Reduce the number of blocked tasks,True,min,"Task","status",1,"0.8"
G12,maximize_SprintGoalAchievement,Increase the percentage of Sprint Goals achieved,True,max,"SprintGoal","achievement_status",1,"0.8"
G13,minimize_BlockerImpact,Reduce the number of blocked tasks,True,min,"Task","status",1,"0.8"
G14,maximize_Velocity,Increase the average story points per sprint,True,max,"Velocity","avg._story_points",1,"0.8"
G15,maximize_SprintGoalAchievement,Increase the percentage of Sprint Goals achieved,True,max,"SprintGoal","achievement_status",1,"0.8"
