ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_size_limit,Team size must not exceed 9 members,False,max,Team,team_size,2,1.0
C1,project_budget_limit,Budget must not exceed the allocated amount,False,max,Project,budget,2,1.0
C2,sprint_duration_fixed,Sprint duration must be exactly 2 weeks,False,max,Sprint,end_date,2,1.0
C3,worker_skill_requirement,Each task must be assigned to a worker with the required skill,False,max,Worker,skill,2,1.0
C4,blocker_resolution_time,Blockers must be resolved within 2 days,False,min,Blocker,resolved_on,2,1.0
C5,feature_documentation_required,Every feature must have documentation,False,max,FeatureDocumentation,title,2,1.0
C6,scrum_master_experience,Scrum Master must have at least 2 years of experience,False,min,ScrumMaster,experience,2,1.0
C7,user_story_priority,Only high-priority user stories can be in the sprint backlog,False,max,UserStory,priority,2,1.0
C8,release_plan_feature_limit,Release plan must not include more than 5 features,False,max,ReleasePlan,included_features,2,1.0
C9,velocity_calculation,Velocity must be calculated from the last 3 sprints,False,max,Velocity,number_of_sprints_used,2,1.0
C10,roadmap_milestone_limit,Roadmap must have at least 3 milestones,False,min,Roadmap,milestones,2,1.0
