ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,ensure_product_owner_availability,Product owner must be available,False,min,ProductOwner,availability,2,1.0
C1,blocker_resolution,Blockers must be resolved,False,min,Blocker,status,2,1.0
C2,sprint_goal_alignment,Sprint goals must align with product goals,False,max,SprintGoal,objective_description,2,1.0
C3,team_velocity_threshold,Team velocity must meet threshold,False,max,Velocity,avg._story_points,2,1.0
C4,feature_priority,Features must be prioritized,False,max,Feature,priority,2,1.0
C5,task_effort_limitation,Task effort must be limited,False,min,Task,effort,2,1.0
C6,scrum_master_experience_threshold,Scrum master experience must meet threshold,False,max,ScrumMaster,experience,2,1.0
C7,release_plan_status_threshold,Release plan status must meet threshold,False,max,ReleasePlan,status,2,1.0
C8,development_snapshot_quality_threshold,Development snapshot quality must meet threshold,False,max,DevelopmentSnapshot,test_status,2,1.0
C9,sprint_review_feedback_threshold,Sprint review feedback must meet threshold,False,max,SprintReview,feedback_documentation,2,1.0
C10,team_satisfaction_threshold,Team satisfaction must meet threshold,False,max,SprintRetrospective,team_satisfaction,2,1.0
C11,blocker_severity_threshold,Blocker severity must be below threshold,False,min,Blocker,severity,2,1.0
C12,task_status_update,Task status must be updated,False,max,Task,status,2,1.0
